Title,IMDB Rating,Genre
Jo Koy: Comin' in Hot,7.3,Comedy
Jo Koy: In His Elements,5.3,Comedy
Jo Koy: Live from Seattle,7.2,Comedy
Joan Didion: The Center Will Not Hold,7.5,Documentary
Joan Rivers: Don't Start with Me,6.6,Comedy
Jodhaa Akbar,7.6,"Action, Drama, History"
Joe Mande's Award-Winning Comedy Special,6.1,"Documentary, Comedy"
Joe Rogan: Triggered,7.4,Comedy
John Wick,7.4,"Action, Crime, Thriller"
John Carter,6.6,"Action, Adventure, Sci-Fi"
John Day,5.6,"Action, Crime, Drama"
John Henry,3.5,"Drama, Thriller"
John Mulaney: The Comeback Kid,8.0,Comedy
John Mulaney: Kid Gorgeous at Radio City,8.0,Comedy
John Mulaney: New in Town,8.3,Comedy
John Mulaney: The Comeback Kid,8.0,Comedy
Joker,8.4,"Crime, Drama, Thriller"
Jonaki,6.8,Drama
Jonas,4.7,"Comedy, Family, Music"
Jonathan,5.9,"Drama, Sci-Fi"
Jonathan Strange & Mr Norrell,8.1,"Fantasy, History, War"
Jora 10 Numbaria,6.5,Action
Joseph: King of Dreams,6.5,"Animation, Adventure, Biography, Drama, Family, History, Musical"
Joy,6.6,"Biography, Drama"
Juanita,6.0,Drama
Judah Friedlander: America is the Greatest Country in the United States,7.8,Comedy
Judd Apatow: The Return,6.2,Comedy
Judge Singh LLB,7.3,Drama
Judwaa,6.1,"Action, Comedy, Drama"
Judwaa 2,3.6,"Action, Comedy"
Judy Moody and the Not Bummer Summer,4.3,"Comedy, Family"
Julie,6.2,"Crime, Drama, Film-Noir"
Julie and the Phantoms,8.5,"Short, Adventure, Comedy"
Jumping the Broom,5.7,"Comedy, Drama"
Junebug,6.9,"Comedy, Drama"
Jupiter Ascending,5.3,"Action, Adventure, Sci-Fi"
Just Another Love Story,6.8,Drama
Just Friends,6.2,"Comedy, Romance"
Just Love,N/A,Family
Just the Way You Are,5.9,"Comedy, Romance"
Justice,7.9,"Crime, Drama, Thriller"
"Justice, My Foot!",N/A,Drama
Justin Bieber: Never Say Never,1.6,"Documentary, Music"
Justin Timberlake + the Tennessee Kids,7.7,"Documentary, Music"
Justine,6.7,Drama
K-19: The Widowmaker,6.7,"Drama, History, Thriller"
Küçük Esnaf,5.6,"Action, Adventure, Comedy"
Kaabil,7.1,"Action, Crime, Drama"
Kaagar,6.1,"Crime, Drama"
Kaakan,8.4,Romance
Kaake Da Viyah,5.0,Comedy
Kaal,4.6,"Adventure, Horror, Mystery"
Kaali Khuhi,3.5,"Drama, Horror, Mystery"
Kaalia,6.8,"Action, Drama"
Kaaliyan,N/A,Drama
Kabhi Alvida Naa Kehna,6.1,"Drama, Romance"
Kabhi Haan Kabhi Naa,7.8,"Comedy, Drama, Music"
Kabhi Khushi Kabhie Gham...,7.4,"Drama, Musical, Romance"
Kabir Singh,7.1,"Action, Drama, Romance"
Kacche Dhaagey,N/A,Drama
Kahaani,8.1,"Mystery, Thriller"
Kai po che!,7.8,"Drama, Sport"
Kajraare,2.7,"Crime, Drama, Romance"
Kal Ho Naa Ho,7.9,"Comedy, Drama, Musical"
Kalakalappu,6.9,Comedy
Kaleidoscope,5.8,Thriller
Kalek Shanab,5.4,"Comedy, Drama"
"Kalel, 15",7.3,Drama
Kalki,4.8,"Action, Comedy, Crime"
Kalushi: The Story of Solomon Mahlangu,6.5,"Biography, Drama, Thriller"
Kaminey,7.4,"Action, Crime, Drama"
Kandasamys: The Wedding,6.0,Comedy
Kannum Kannum Kollaiyadithaal,7.7,"Drama, Romance, Thriller"
Kapoor & Sons,7.7,"Comedy, Drama, Family"
Kappela,7.6,"Comedy, Romance"
Kara Bela,6.8,"Action, Adventure, Comedy"
Kardec,6.2,Biography
Karkar,3.4,"Comedy, Drama"
Karthik Calling Karthik,7.1,"Drama, Mystery, Romance"
Karzzzz,2.1,"Action, Drama, Musical"
Kasanova,6.7,Romance
Kate,6.2,"Action, Adventure, Crime"
Kath & Kim,8.3,Comedy
Katha,7.8,"Comedy, Drama"
Katherine Ryan: Glitter Room,6.7,Comedy
Katherine Ryan: In Trouble,7.0,Comedy
Kathleen Madigan: Bothering Jesus,7.0,Comedy
Katt Williams: Kattpacalypse,5.5,Comedy
Katt Williams Live,7.0,"Documentary, Comedy"
Katt Williams: The Pimp Chronicles Pt. 1,7.7,"Documentary, Comedy"
Katti Batti,4.9,"Comedy, Drama, Romance"
Kaviyude Osyath,3.7,Drama
Kay Dyache Bola,7.0,Comedy
Keith Richards: Under the Influence,7.1,"Documentary, Music"
Kenny Sebastian: The Most Interesting Person in the Room,6.1,Comedy
Kevin Hart: I'm a Grown Little Man,7.6,"Documentary, Comedy"
Kevin Hart: Irresponsible,6.5,Comedy
Kevin Hart: Laugh at My Pain,7.4,"Documentary, Comedy"
Kevin Hart: Let Me Explain,6.8,"Documentary, Comedy"
Kevin Hart: Seriously Funny,7.6,Comedy
Kevin Hart: What Now?,5.9,"Documentary, Comedy"
Kevin Hart: Zero F**ks Given,6.0,Comedy
Kevin Hart's Guide to Black History,5.5,Comedy
Kevin James: Never Don't Give Up,6.1,Comedy
Kevin James: Sweat the Small Stuff,7.5,"Documentary, Comedy"
Kevyn Aucoin: Beauty & the Beast in Me,6.9,"Documentary, Biography"
Khalnayak,6.5,Action
Khido Khundi,6.7,"Drama, Sport"
Khoobsurat,6.4,"Comedy, Romance"
Khoon Khoon,5.2,"Crime, Mystery, Thriller"
Khosla Ka Ghosla!,8.3,"Comedy, Crime, Drama"
Khubsoorat,7.6,"Comedy, Drama, Family"
Khushi,8.0,"Drama, Romance"
Kia and Cosmos,6.7,Drama
Kickboxer: Retaliation,5.0,"Action, Drama"
Kickboxer: Vengeance,4.9,"Action, Crime, Drama"
Kicking and Screaming,6.8,"Comedy, Drama, Romance"
Kid Kulafu,6.8,"Biography, Drama, Sport"
Kidnapping Mr. Heineken,6.1,"Action, Crime, Drama"
Kidnapping Stella,4.8,"Crime, Thriller"
New Kids on the Block,7.2,Comedy
Kill Bill: Vol. 1,8.1,"Action, Crime, Drama"
Kill Bill: Vol. 2,8.0,"Action, Crime, Thriller"
Kill Command,5.7,"Action, Horror, Sci-Fi"
Kill Hitler! The Luck of the Devil,6.4,"Documentary, History"
Kill Ratio,4.1,Action
Kill the Irishman,7.1,"Biography, Crime, Drama"
Kill the Messenger,6.9,"Biography, Crime, Drama"
Killa,7.8,"Comedy, Drama"
Killer Klowns from Outer Space,6.2,"Comedy, Horror, Sci-Fi"
Killers,5.5,"Action, Comedy, Romance"
Killing Hasselhoff,4.5,Comedy
Killing Them Softly,6.2,"Crime, Drama, Thriller"
King Jack,7.0,"Adventure, Drama"
King of Boys,5.9,"Crime, Drama"
King of Peking,6.4,"Comedy, Drama"
King's Ransom,4.4,"Comedy, Crime"
Kingpin,6.9,"Comedy, Sport"
Kings,8.2,"Drama, Sci-Fi"
Kis Kisko Pyaar Karoon,5.7,"Comedy, Romance"
Kisaan,5.3,"Action, Crime, Drama"
Kismat Konnection,5.2,"Comedy, Drama, Romance"
Kiss Kiss Bang Bang,7.5,"Comedy, Crime, Mystery"
Kiss the Girls,6.6,"Crime, Drama, Mystery"
Kiss the Ground,8.3,Documentary
Kita kita,7.7,"Comedy, Drama, Romance"
KL Zombi,4.4,"Comedy, Horror"
Klaus,8.2,"Animation, Adventure, Comedy"
Knock Down the House,7.1,Documentary
Knock Knock,4.9,"Drama, Thriller"
Know Your Enemy - Japan,6.0,"Documentary, History, War"
Knowing,6.2,"Action, Drama, Sci-Fi"
Kocan Kadar Konus,6.2,"Comedy, Drama, Fantasy"
Kodachrome,6.8,Drama
Koi Aap Sa: But Lovers Have to Be Friends,5.1,"Comedy, Drama, Romance"
Koko: The Gorilla Who Talks to People,7.6,Documentary
Kolaiyuthir Kaalam,2.7,"Drama, Thriller"
Komola Rocket,7.5,Drama
Kon-Tiki,7.2,"Adventure, Biography, Drama"
Koshish,8.6,Drama
Kraftidioten,7.2,"Action, Comedy, Crime"
Krish Trish and Baltiboy: Face Your Fears,4.1,Animation
Krisha,7.1,Drama
Krishna and His Leela,5.4,"Comedy, Romance"
Krishna Cottage,5.2,"Horror, Mystery"
Kristy,5.9,"Horror, Thriller"
Krutant,6.2,"Drama, Thriller"
Krystal,5.5,"Comedy, Drama"
Kucch To Hai,4.2,"Horror, Mystery"
Kuch Kuch Hota Hai,7.6,"Comedy, Drama, Musical"
Kuldip Patwal: I Didn't Do It!,6.6,"Crime, Drama, Mystery"
Kung Fu Magoo,5.1,"Animation, Action, Comedy"
Kung Fu Panda Holiday,6.8,"Animation, Short, Action"
Kung Fu Panda: Secrets of the Scroll,7.1,"Animation, Short, Action"
Kuntilanak,4.8,"Comedy, Family, Horror"
Kurbaan,5.7,"Action, Crime, Drama"
Kuromukuro,7.2,"Animation, Action, Sci-Fi"
Kurt,6.5,Documentary
Kurtulus Son Durak,6.2,"Comedy, Drama"
Kya Kehna,5.9,"Drama, Romance"
Kyaa Kool Hai Hum,6.1,"Comedy, Mystery"
Kyaa Kool Hain Hum 3,1.9,Comedy
Kygo: Live at the Hollywood Bowl,6.5,"Documentary, Music"
Kyo Kii... Main Jhuth Nahin Bolta,5.4,"Action, Comedy, Drama"
Kyun! Ho Gaya Na...,4.2,"Comedy, Drama, Romance"
La última fiesta,4.4,"Comedy, Crime"
La Bamba,6.9,"Biography, Drama, Music"
La coppia dei campioni,3.7,Comedy
La Leyenda Del Diamante,3.3,"Adventure, Fantasy, Horror"
La Viuda Negra,7.4,Crime
Laal Rang,8.0,"Comedy, Crime, Drama"
Laatu,6.6,Drama
Lady Bird,7.4,"Comedy, Drama"
Lady Bloodfight,5.6,"Action, Crime, Drama"
Lady Driver,5.8,Sport
Lady in the Water,5.5,"Drama, Fantasy, Mystery"
Laerte-se,7.0,Documentary
Lagaan: Once Upon a Time in India,8.1,"Drama, Musical, Sport"
Lakshya,7.9,"Action, Drama, Romance"
Lal Patthar,6.5,Drama
Lalbaug Parel: Zali Mumbai Sonyachi,7.3,Action
Lang Tong,4.9,Thriller
Lara and the Beat,6.3,"Drama, Music, Romance"
Larceny,3.5,"Action, Thriller"
Larry the Cable Guy: Remain Seated,6.7,Comedy
Last Ferry,5.1,"Crime, Drama, Thriller"
Last Flight to Abuja,4.6,"Action, Drama, Thriller"
Last Knights,6.2,"Action, Drama, History"
Last Night,6.6,"Drama, Romance"
Last Tango in Halifax,8.3,"Comedy, Drama, Romance"
Late Life: The Chien-Ming Wang Story,7.2,"Documentary, Sport"
Lavell Crawford: Can a Brother Get Some Love,7.0,"Documentary, Comedy"
Lawless,7.3,"Crime, Drama"
Layer Cake,7.3,"Action, Crime, Drama"
Layla M.,6.6,Drama
Le K Benzema,7.0,"Documentary, Biography, Sport"
Leap Year,6.5,"Comedy, Romance"
Leap Year,6.5,"Comedy, Romance"
LeapFrog Letter Factory Adventures: Counting on Lemonade,6.8,"Animation, Short, Family"
Leapfrog: Numberland,6.2,"Animation, Short"
Leapfrog: Phonics Farm,5.9,"Animation, Short"
Lechmi,4.7,"Comedy, Crime, Horror"
Left Behind,3.1,"Action, Fantasy, Sci-Fi"
Legend,6.9,"Biography, Crime, Drama"
Legend of the Guardians: The Owls of Ga'Hoole,6.9,"Animation, Action, Adventure"
Legends of the Hidden Temple,8.1,"Adventure, Family, Game-Show"
Legion,5.3,"Action, Fantasy, Horror"
Lego DC Comics: Batman Be-Leaguered,6.5,"Animation, Short, Action"
LEGO Friends: Girls on a Mission,7.6,Animation
Lego Jurassic World: The Indominus Escape,5.7,"Animation, Action, Adventure"
Lego Marvel Super Heroes: Avengers Reassembled,6.2,"Animation, Action, Adventure, Comedy, Sci-Fi"
LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,5.7,"Animation, Action, Adventure, Comedy, Fantasy, Sci-Fi"
Lego Marvel Super Heroes: Maximum Overload,6.4,"Animation, Short, Action"
Lens,6.7,"Drama, Mystery, Thriller"
Leo the Lion,1.6,"Animation, Family"
Les Misérables,7.6,"Drama, Musical, Romance"
Leslie Jones: Time Machine,5.2,Comedy
Let It Snow,5.8,"Comedy, Romance"
Let There Be Light,4.7,Drama
Let's Dance,6.0,"Comedy, Drama, Family"
Lez Bomb,5.2,"Comedy, Drama"
"Liar, Liar, Vampire",5.8,"Comedy, Family"
Liar's Dice,6.8,"Adventure, Drama, Family"
Liefling,5.6,Musical
Life After Beth,5.7,"Comedy, Fantasy, Horror"
Life in a Metro,7.4,"Comedy, Drama, Romance"
Life Ki Toh Lag Gayi,5.3,"Action, Comedy"
Life of an Outcast,6.7,Drama
Lifechanger,5.4,"Drama, Fantasy, Horror"
Lifeline,6.2,"Action, Sci-Fi, Thriller"
Light in the Dark,6.0,Thriller
Like Arrows,6.5,Drama
Like Father,6.1,"Comedy, Drama"
Lila,7.5,"Animation, Short, Adventure"
Lilli,5.7,Thriller
Lincoln,7.3,"Biography, Drama, History"
Line Walker,7.5,"Action, Thriller"
Lingua Franca,6.4,Drama
Lion's Heart,N/A,"Short, Music"
Lionheart,6.2,"Action, Crime, Drama"
Liss Pereira: Reteniendo Liquidos,6.5,Comedy
Listen,7.1,Drama
Little Boxes,5.9,"Comedy, Drama"
Little Evil,5.7,"Comedy, Horror"
Little Men,6.7,Drama
Little Miss Sumo,6.6,"Documentary, Short, Biography"
Little Monsters,6.3,"Comedy, Horror, Sci-Fi"
Little Nicky,5.3,"Comedy, Fantasy"
Little Sister,6.3,"Comedy, Drama"
Living in Bondage: Breaking Free,5.9,"Drama, Fantasy"
Lizzie Borden Took an Ax,5.8,"Biography, Crime, Drama, Mystery, Thriller"
Lo and Behold: Reveries of the Connected World,7.0,Documentary
Lo más sencillo es complicarlo todo,3.8,Comedy
Lock,6.1,Thriller
"Lock, Stock and Two Smoking Barrels",8.2,"Action, Comedy, Crime"
Locke,7.1,Drama
Lockout,6.1,"Action, Sci-Fi, Thriller"
Loco Love,4.4,"Drama, Romance"
Loev,5.8,"Drama, Romance"
Logan's Run,6.8,"Action, Adventure, Sci-Fi"
Lola Igna,7.4,Drama
Lolita,7.6,"Crime, Drama, Romance"
Lommbock,6.7,Comedy
London Spy,7.4,"Crime, Drama, Mystery"
Long Time Running,7.9,"Documentary, Music"
Daddy's Home 2: Look Who's Back,N/A,"Documentary, Short"
Lorai: Play to Live,7.2,Drama
Los Herederos,5.7,Drama
Los Tigres del Norte at Folsom Prison,6.9,"Documentary, Music"
JFK: The Lost Bullet,6.4,Documentary
Lost Girls,6.1,"Crime, Drama, Mystery"
Lost in London,6.2,"Comedy, Drama"
Love Aaj Kal,6.8,"Comedy, Drama, Romance"
Love and Shukla,7.4,"Comedy, Drama, Romance"
Love Beats Rhymes,5.5,"Drama, Musical"
Love Dot Com: The Social Experiment,4.6,Romance
Love for Sale,7.5,"Drama, Romance"
Love for Sale 2,6.9,"Drama, Romance"
Love Is a Story,6.0,"Comedy, Romance"
Love Is Blind,6.1,"Reality-TV, Romance"
Love Is War,7.0,Drama
Love Jacked,5.8,"Comedy, Romance"
Love Jones,7.4,"Drama, Romance"
Love Ni Bhavai,8.4,"Comedy, Drama, Romance"
Love O2O,7.9,"Drama, Romance"
Love Per Square Foot,7.2,"Comedy, Romance"
Love Shot,5.5,"Comedy, Crime, Romance"
Love Station,7.0,"Drama, Romance"
Love Wedding Repeat,5.5,"Comedy, Romance"
Love You to the Stars and Back,7.6,"Adventure, Comedy, Drama"
Love You... Love You Not,5.6,"Comedy, Drama, Romance"
"Love, Guaranteed",5.6,"Comedy, Romance"
"Love, Rosie",7.2,"Comedy, Romance"
Love.com,2.3,Thriller
Lovesong,6.3,"Drama, Romance"
Loving,7.0,"Biography, Drama, Romance"
Loving Annabelle,6.3,"Drama, Romance"
Loving You,6.5,"Drama, Music, Musical"
"LSD: Love, Sex Aur Dhokha",7.1,"Comedy, Crime, Drama"
Lucas Brothers: On Drugs,5.6,Comedy
Luciano Mellera: Infantiloide,8.3,Comedy
Lucid Dream,7.7,"Short, Adventure, Fantasy"
Luck by Chance,7.1,Drama
Luckee,4.4,"Comedy, Drama"
Lucknow Central,6.3,"Action, Crime, Drama"
Lucky: No Time for Love,4.7,"Musical, Drama, Romance"
Ludo,7.6,"Action, Comedy, Crime"
Luka Chuppi,6.3,"Comedy, Romance"
Lupt,5.5,"Horror, Thriller"
"Lusers, los amigos no se eligen",4.9,"Adventure, Comedy"
Lust Stories,6.4,"Drama, Romance"
Luv Shuv Tey Chicken Khurana,6.6,Comedy
Lynne Koplitz: Hormonal Beast,6.2,Comedy
Ma Chu Ka,5.4,"Crime, Mystery, Thriller"
Ma Rainey's Black Bottom,6.9,"Drama, Music"
Maacher Jhol,7.1,Drama
Mac,6.3,Drama
Machete Kills,5.6,"Action, Crime, Thriller"
Macho,4.3,"Comedy, Romance"
Mad Max,6.9,"Action, Adventure, Sci-Fi"
Mad Money,5.8,"Comedy, Crime, Thriller"
Mad Ron's Prevues from Hell,6.1,"Horror, Comedy, Documentary"
Mad World,3.6,Sci-Fi
Madaari,7.6,"Adventure, Drama, Thriller"
Madagascar: Escape 2 Africa,6.6,"Animation, Adventure, Comedy"
Maddman: The Steve Madden Story,6.6,"Documentary, Biography"
Made in China,6.2,"Comedy, Drama"
Madness in the Desert: Paris to Dakar Rally,7.7,"Documentary, Sport"
Madras Cafe,7.7,"Action, Drama, Thriller"
Madre,7.4,"Short, Drama, Thriller"
Maggie,5.6,"Drama, Horror, Sci-Fi"
Magnetic,5.4,"Adventure, Fantasy, Sci-Fi"
The Magnificent Seven,6.9,"Action, Adventure, Western"
Magnolia,8.0,Drama
Magnus,7.1,Documentary
Mahabharat,8.9,"Adventure, Drama, History"
Mahi NRI,5.9,"Comedy, Drama"
Main Aurr Mrs Khanna,3.6,"Comedy, Drama, Romance"
Main Hoon Na,7.0,"Action, Comedy, Drama"
"Main, Meri Patni... Aur Woh!",7.2,"Comedy, Drama, Romance"
Maine Pyaar Kyun Kiya,5.6,"Comedy, Drama, Romance"
Maine Pyar Kiya,7.3,"Drama, Musical, Romance"
Making the Witcher,6.8,Documentary
Maktub,7.4,"Comedy, Drama"
Mala Kahich Problem Nahi,7.2,Drama
Malaal,6.0,"Action, Drama, Romance"
Malang - Unleash the Madness,6.5,"Action, Crime, Drama"
Malena Pichot: Estupidez compleja,5.4,Comedy
Malevolent,4.8,"Horror, Mystery, Thriller"
Malibu Rescue,5.0,"Action, Comedy, Family"
Malibu Rescue: The Next Wave,4.9,"Action, Comedy, Family"
Malicious,5.0,"Horror, Thriller"
Mallesham,8.4,Biography
Mama's Boy,5.2,"Comedy, Drama"
Man of Tai Chi,6.1,"Action, Drama"
Man to Man,6.5,Drama
Man Up,6.8,"Comedy, Drama, Romance"
Mandi,7.5,"Comedy, Drama"
Mandobasar Galpo,6.0,Drama
Manglehorn,5.6,Drama
Mango Dreams,7.5,"Adventure, Drama"
Manhattan Romance,5.6,"Comedy, Drama, Romance"
Manhunt,8.1,"Biography, Crime, Drama"
Maniyarayile Ashokan,4.7,"Comedy, Romance"
Manje Bistre,6.7,"Comedy, Drama"
Mank,6.9,"Biography, Comedy, Drama"
Manmadhudu 2,4.8,"Comedy, Drama, Romance"
Mann,6.2,"Drama, Romance"
Manolo: The Boy Who Made Shoes for Lizards,6.4,"Documentary, Biography, Drama"
Manorama: Six Feet Under,7.6,"Crime, Drama, Mystery"
Manoranjan,6.8,"Comedy, Musical, Romance"
Mansfield Park,7.0,"Comedy, Drama, Romance"
Manson Family Vacation,5.8,"Comedy, Drama, Thriller"
Manto,7.4,"Biography, Drama"
Mantostaan,6.1,"Drama, History"
Mantra,5.3,"Drama, Family"
Manu,7.9,"Mystery, Romance, Thriller"
Manusangada,8.0,Drama
Maps to the Stars,6.2,"Comedy, Drama"
Mara,5.1,"Crime, Horror, Thriller"
Marauders,5.5,"Action, Crime, Thriller"
Marc Maron: End Times Fun,6.8,Comedy
Marc Maron: Thinky Pain,7.3,Comedy
Marc Maron: Too Real,7.2,Comedy
Marco Luque: Tamo Junto,4.4,Comedy
Marco Polo: One Hundred Eyes,7.8,"Action, Drama, History"
Maria,5.0,"Action, Crime, Drama"
Maria Bamford: Old Baby,6.1,"Documentary, Comedy"
Maria Bamford: The Special Special Special!,6.9,Comedy
Mariah Carey's Merriest Christmas,5.0,Music
Marlon Wayans: Woke-ish,6.5,"Documentary, Comedy"
Maroon,5.1,Thriller
Marriage Palace,6.2,Comedy
Marriage Story,7.9,"Comedy, Drama, Romance"
Mars,7.5,"Adventure, Drama, Sci-Fi"
Martin Lawrence Live: Runteldat,5.4,"Documentary, Comedy"
"Martin Matte: La vie, la mort... eh la la..!",6.4,Comedy
Marvel Super Hero Adventures: Frost Fight!,5.2,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi"
Mary Kom,6.8,"Action, Biography, Drama"
Mary Poppins Returns,6.7,"Comedy, Family, Fantasy"
Masameer: The Movie,6.0,Animation
Mascots,5.8,Comedy
Maska,5.8,"Comedy, Drama, Romance"
Masoom,8.4,Drama
Master,7.8,"Action, Thriller"
Mater,4.7,Drama
Material,7.3,"Comedy, Drama"
Matichya Chuli,6.8,"Comedy, Drama"
Mauli,5.7,Action
Max Rose,6.2,Drama
Maya Angelou and Still I Rise,7.8,"Documentary, Biography, History"
Mayday Life,6.9,Music
Maza Pati Karodpati,7.2,Drama
Mea culpa,6.1,"Action, Crime, Thriller"
Mean Dreams,6.3,"Drama, Thriller"
Mean Girls 2,4.1,Comedy
Mean Streets,7.2,"Crime, Drama, Thriller"
Meditation Park,7.1,Drama
Medium,6.9,"Crime, Drama, Fantasy"
Meet the In-Laws,5.8,Comedy
Meghnadbodh Rohoshyo,6.3,Thriller
Mehandi Circus,7.4,Drama
Melle,6.1,"Drama, Family, Musical"
Melvin Goes to Dinner,6.8,"Comedy, Drama, Romance"
Men in Black,7.3,"Action, Adventure, Comedy"
Men in Black II,6.2,"Action, Adventure, Comedy"
Menahi,6.1,Comedy
Menashe,6.5,Drama
Menorca,4.4,Drama
Merantau,6.7,"Action, Drama"
Merata: How Mum Decolonised the Screen,7.0,"Documentary, Biography"
Mercenary,5.0,"Action, Drama, Thriller"
Mercy,5.0,"Horror, Thriller"
Mercy Black,4.9,"Horror, Mystery, Thriller"
Mere Pyare Prime Minister,6.8,Drama
Merku Thodarchi Malai,8.5,Drama
Merlin,7.9,"Adventure, Drama, Fantasy"
Merry Men: The Real Yoruba Demons,5.0,"Action, Comedy"
Mersal,7.8,"Action, Thriller"
Message from the King,6.4,"Action, Crime, Drama"
Metallica Through the Never,7.2,Music
Metallica: Some Kind of Monster,7.5,"Documentary, Music"
Metro,5.5,"Action, Comedy, Crime"
Mi Amigo Alexis,4.9,"Adventure, Comedy, Drama"
Mi obra maestra,7.1,"Comedy, Drama"
Michael,5.7,"Comedy, Drama, Fantasy"
"Michael Bolton's Big, Sexy Valentine's Day Special",6.7,"Comedy, Music, Musical, Romance"
Michael Che Matters,7.2,Comedy
Michael McIntyre: Showman,7.2,Comedy
Michelle Wolf: Joke Show,7.2,Comedy
Middle Men,6.8,"Comedy, Crime, Drama"
Middle School: The Worst Years of My Life,6.1,"Animation, Comedy, Family"
Middleditch & Schwartz,8.6,Comedy
Midnight at the Magnolia,5.8,"Comedy, Romance"
Midnight Special,6.6,"Drama, Mystery, Sci-Fi"
Mighty Express: A Mighty Christmas,5.0,"Animation, Family"
Mike Birbiglia: My Girlfriend's Boyfriend,8.0,"Documentary, Comedy, Romance"
Mike Birbiglia: Thank God for Jokes,7.5,Comedy
Mike Birbiglia: The New One,7.7,Comedy
Mike Epps: Don't Take It Personal,4.4,Comedy
Mike Epps: Only One Mike,4.8,Comedy
Milada,6.3,"Biography, Drama, History"
Mile 22,6.1,"Action, Thriller"
Milea: Suara dari Dilan,6.3,"Drama, Romance"
Miles Davis: Birth of the Cool,7.4,"Documentary, Biography, Music"
MILF,4.7,Comedy
Milk,7.5,"Biography, Drama"
MindGamers,3.6,"Action, Sci-Fi, Thriller"
Mindhorn,6.3,"Comedy, Thriller"
Mine,5.9,"Drama, Fantasy, Thriller"
Mine 9,6.3,"Drama, Thriller"
Minimalism: A Documentary About the Important Things,6.7,Documentary
Miracle,7.5,"Biography, Drama, History"
Miracle in Cell No. 7,7.5,Drama
Miraculous: Tales of Ladybug & Cat Noir,7.7,"Animation, Action, Adventure"
Mirage,7.3,"Mystery, Thriller"
Mirai nikki,7.6,"Animation, Action, Drama"
Miranda Sings Live... Your Welcome,5.6,Comedy
Mirror Mirror,5.6,"Adventure, Comedy, Drama"
Mirzya,4.6,"Action, Drama, Fantasy"
Mischief,6.6,"Comedy, Romance"
Misfit,4.3,"Comedy, Family"
Misfit 2,4.9,Comedy
Miss Americana,7.4,"Documentary, Biography, Music"
Sarusuberi: Miss Hokusai,6.7,"Animation, Biography, Drama"
Miss India,3.7,Drama
Miss Julie,5.5,"Drama, Romance"
Miss Me This Christmas,4.5,"Comedy, Romance"
Miss Sharon Jones!,7.3,"Documentary, Music"
Miss Stevens,6.6,"Comedy, Drama"
Miss Virginia,7.0,Drama
Mission Blue,7.9,"Documentary, Drama"
Mission Istaanbul: Darr Ke Aagey Jeet Hai!,3.4,"Action, Adventure, Drama"
Mississippi Grind,6.4,"Comedy, Drama"
Mitt,6.9,"Documentary, Biography, Family"
Mo Amer: The Vagabond,7.4,"Documentary, Comedy"
Mo Gilligan: Momentum,6.3,Comedy
Moh Maya Money,5.6,"Crime, Drama, Thriller"
Mohawk,4.6,"Action, Drama, History"
Mohenjo Daro,5.7,"Action, Adventure, Drama"
Mojave,5.2,"Drama, Thriller"
Mokalik (Mechanic),6.3,"Comedy, Drama"
Molly's Game,7.4,"Biography, Crime, Drama"
Mom,7.2,"Comedy, Drama, Romance"
Moms at War,6.1,Comedy
Mona Lisa Smile,6.5,Drama
Money,5.5,"Crime, Mystery, Thriller"
Money Talks,6.2,"Action, Comedy, Crime"
The Money Trap,6.3,"Crime, Drama, Thriller"
Monkey Up,3.8,"Comedy, Family, Fantasy"
A Monster Family,N/A,"Short, Horror"
Monster High: 13 Wishes,6.9,Animation
"Monster High: Boo York, Boo York",6.7,"Animation, Fantasy"
Monster High: Escape from Skull Shores,6.8,Animation
Monster High: Freaky Fusion,6.9,Animation
Monster High: Friday Night Frights,6.9,"Animation, Short"
Monster High: Fright On,7.0,Animation
"Monster High: Frights, Camera, Action!",6.6,Animation
Monster High: Ghouls Rule!,5.9,"Animation, Family"
Monster High: Great Scarrier Reef,6.2,"Animation, Fantasy"
Monster High: New Ghoul at School,6.8,"Animation, Fantasy"
"Monster High: Scaris, City of Frights",6.9,Animation
Monster High: Why Do Ghouls Fall in Love?,6.8,"Animation, Romance"
Monster House,6.6,"Animation, Comedy, Family"
Monster Island,3.5,"Adventure, Comedy, Horror, Sci-Fi"
Monster-in-Law,5.6,"Comedy, Romance"
Monsters: Dark Continent,4.3,"Action, Drama, Horror"
Monty Python and the Holy Grail,8.2,"Adventure, Comedy, Fantasy"
Monty Python: Before the Flying Circus,7.3,Documentary
Monty Python Live at the Hollywood Bowl,7.9,"Documentary, Comedy, Musical"
Monty Python: The Meaning of Live,7.6,Documentary
Moon,7.8,"Drama, Mystery, Sci-Fi"
Moonlight,7.4,Drama
Moonwalkers,6.1,"Action, Comedy"
Moor,7.6,Drama
Morris from America,6.2,"Comedy, Drama, Romance"
Morya,7.2,Drama
Moshe Kasher: Live in Oakland,6.8,Comedy
Mostly Sunny,5.4,Documentary
Mosul,7.2,"Action, Drama, War"
Mother,6.9,"Comedy, Drama"
Motichoor Chaknachoor,5.8,"Comedy, Romance"
Motor Mitraan Di,6.0,Comedy
Motu Patlu: King of Kings,6.7,"Animation, Adventure, Comedy"
Movie 43,4.3,Comedy
Mr. Chandramouli,5.2,"Comedy, Romance, Sport"
